time_s,collective_pitch_real,altitude_real,ambient_pressure_real,ambient_temp_real,air_density_real,engine_load_real,throttle_real,engine_rpm_real,fuel_pressure_real,fuel_temperature_real,fuel_flow_rate_real,injector_duty_cycle_real,is_clogged_injector,is_fuel_overheat,is_rpm_droop,is_sensor_drift,impending_is_clogged_injector,impending_is_fuel_overheat,impending_is_rpm_droop,impending_is_sensor_drift
1.2000000000000002,0.7200000000000001,-0.5207485282946122,101333.4230442992,15.056593775906856,1.2355641912173978,1.0076526077323398,-0.6500434023544253,99.1084689487218,31.897833270935763,15.069869943215522,0.014703087221326714,0.012002400000000002,False,False,False,False,False,False,False,False
1.3,0.78,-1.4377960561944505,101324.60323890539,14.915350807099077,1.2316673872651973,2.462862197565168,0.13478004162164625,100.28743751371347,30.147080433902385,16.238342580137598,0.015928344489770603,0.013002600000000001,False,False,False,False,False,False,False,False
1.4000000000000001,0.8400000000000001,-0.6492996639254258,101315.37649182591,14.969526268827142,1.2169001324292898,-0.4560091314395722,1.5371445025148194,98.83966106379185,29.31937171385954,15.232172633874802,0.017153601758214503,0.014002800000000003,False,False,False,False,False,False,False,False
1.5,0.8999999999999999,-0.5856722507366102,101330.49363280009,14.836815938244664,1.2300535924907054,3.2111644109314526,1.6772811311994122,98.94664794700547,30.705966512397104,16.40215357654135,0.01837885902665839,0.015003,False,False,False,False,False,False,False,False
1.6,0.96,1.2608827258176563,101306.70861204033,15.345578377189696,1.2215732891043363,1.4211685384035988,2.7268266428612513,98.25084822959803,30.09417020554725,16.51917127031125,0.01960411629510228,0.0160032,False,False,False,False,False,False,False,False
1.7000000000000002,1.02,-2.2519166102102806,101322.94989360779,14.78725306401832,1.2286866787752242,2.9788630049523386,0.8683534831377688,99.66383362455561,30.14417517456088,16.20277758016546,0.020829373563546173,0.0170034,False,False,False,False,False,False,False,False
1.8,1.08,-2.547940512231186,101313.98570322373,14.318168088181398,1.222162084733578,0.865186208398208,1.930433395407434,100.03771203212062,30.39731653731729,14.977455465150769,0.02205463083199007,0.0180036,False,False,False,False,False,False,False,False
1.9000000000000001,1.1400000000000001,-1.0949795402205835,101331.55544252163,14.741233950340805,1.2229352937032492,0.8620781525966912,1.8586985594860184,99.30766013575085,29.810204910724867,14.442178892134272,0.023279888100433962,0.0190038,False,False,False,False,False,False,False,False
2.0,1.2,0.41963356525360374,101284.21902807022,14.702629453816733,1.2276029653408567,0.9496270996281297,2.8560881670001104,101.69934459887027,30.148389970619245,15.41930799689525,0.024505145368877854,0.020003999999999997,False,False,False,False,False,False,False,False
2.1,1.26,-0.8710401305409576,101347.82362129397,14.65545081510576,1.2316413682713228,3.3580119082903783,2.6948176934093784,99.41593290690533,30.292471436912795,15.810017852716205,0.025730402637321747,0.021004200000000004,False,False,False,False,False,False,False,False
2.2,1.32,0.6654862597900413,101298.87132954762,15.663728106046033,1.2267667249594743,1.623734685285109,2.451703272306444,100.05924970051984,31.11915268961481,15.125061063305075,0.02695565990576564,0.022004399999999997,False,False,False,False,False,False,False,False
2.3000000000000003,1.3800000000000001,1.4743420032700247,101311.88746102921,15.604008982333763,1.212082992269523,3.927141730778227,1.693529566248976,98.94144687081545,31.238861791772116,15.293014094288646,0.028180917174209535,0.023004600000000004,False,False,False,False,False,False,False,False
2.4000000000000004,1.4400000000000002,0.9086409683143242,101317.38471493496,15.121937642583296,1.2205036140201975,1.6156268565379723,2.7860555754271066,100.66640926949415,30.47997133721642,16.336375661139723,0.029406174442653428,0.024004800000000003,False,False,False,False,False,False,False,False
2.5,1.5,1.9407949857168114,101367.59880675873,15.636261185434636,1.2305326664402088,5.776238642798538,2.3638911329924923,99.71806960753412,30.878959598075994,15.750677109535111,0.03063143171109732,0.025005,False,False,False,False,False,False,False,False
2.6,1.56,2.385966772413725,101284.23803083424,14.161121324303155,1.2318603329770088,1.8968469607688627,3.564465725537537,99.83448641544784,30.190352025970533,15.110944313178681,0.031856688979541206,0.026005200000000003,False,False,False,False,False,False,False,False
2.7,1.62,1.4200867132593753,101285.19263122136,15.137230016136902,1.2167130259853867,1.318733239438088,3.0649267562810305,99.53919923739467,29.610753065108696,15.247741364722303,0.033081946247985106,0.027005400000000002,False,False,False,False,False,False,False,False
2.8000000000000003,1.6800000000000002,2.0058555457936906,101300.5456570482,14.57001613059368,1.2166301564782611,3.581037500541619,5.262668169033767,100.21877699848443,30.241057268420548,16.008879300128523,0.034307203516429005,0.028005600000000005,False,False,False,False,False,False,False,False
2.9000000000000004,1.7400000000000002,-0.2593681394268193,101317.27223200478,15.53554023041316,1.2219088593061478,2.7281481158637764,3.0676229060990376,99.86890819170905,30.598205940848484,15.797669006193441,0.0355324607848729,0.029005800000000005,False,False,False,False,False,False,False,False
3.0,1.7999999999999998,-0.6645028937271709,101292.57187965952,14.795787470240603,1.2178055642482577,5.025801913620508,3.0508898503145767,99.76726523655165,29.390237908711818,15.675961636046868,0.03675771805331678,0.030006,False,False,False,False,False,False,False,False
3.1,1.8599999999999999,-1.2580617567999082,101305.26009496661,14.610863700589922,1.2196156010381711,3.1009205061524145,1.8576036123329802,99.46543842150525,30.539397975347047,16.118022958485017,0.03798297532176067,0.031006199999999994,False,False,False,False,False,False,False,False
3.2,1.92,-1.1372382590804153,101322.82326151596,15.192100312492828,1.2162711177139305,2.284623248044729,3.7071079436312515,99.98452680311061,29.897727081697212,15.22666894981731,0.03920823259020456,0.0320064,False,False,False,False,False,False,False,False
3.3000000000000003,1.98,2.249085278075425,101350.57692120266,13.780707335613252,1.2355744892667604,6.347800638419071,2.043372262575233,100.36243613922348,29.464306684698837,15.456583386946267,0.04043348985864846,0.033006600000000004,False,False,False,False,False,False,False,False
3.4000000000000004,2.04,-0.3021544304585801,101379.0141783038,14.603212718767258,1.2182228336428846,3.5781802249196395,5.142453489763608,98.26688670062525,29.72818315773423,15.967973710774569,0.041658747127092347,0.0340068,False,False,False,False,False,False,False,False
3.5,2.1,0.6879960024769441,101345.45524593405,15.512898247003745,1.2190504707054046,3.9831549198968657,3.8156248680327787,99.89190133301891,30.547265093199425,14.840546046773808,0.042884004395536246,0.035006999999999996,False,False,False,False,False,False,False,False
3.6,2.16,-0.05309508828638671,101297.74945736284,15.626321589113697,1.2121000295731683,3.0377204106033546,4.560586733551652,99.71492682329212,30.098799923933594,16.073018093999174,0.04410926166398014,0.0360072,False,False,False,False,False,False,False,False
3.7,2.22,2.287666592502971,101347.20513460132,14.604282329132438,1.234429791042384,3.629149983422973,4.506970423963086,99.26880349263881,30.418048533428657,15.587340536589807,0.045334518932424045,0.03700740000000001,False,False,False,False,False,False,False,False
3.8000000000000003,2.2800000000000002,-0.7273958532127127,101339.2010797351,15.554646126620199,1.221551315878138,2.7555029764486982,4.6286692635405196,100.2044142832495,30.2596761740434,15.761939401868695,0.046559776200867924,0.0380076,False,False,False,False,False,False,False,False
3.9000000000000004,2.3400000000000003,-2.5601502522641666,101294.21329903475,15.821683763215342,1.2276430755669105,4.583323064026944,3.6312235612424595,100.93662711661938,30.416738283409583,16.900120814219743,0.04778503346931183,0.0390078,False,False,False,False,False,False,False,False
4.0,2.4,-0.13330247534936154,101299.3436840157,15.502093489132543,1.209478176130843,3.8598568640831954,3.57097259211346,100.9604248588806,29.767223351658174,15.447467157175947,0.04901029073775571,0.040007999999999995,False,False,False,False,False,False,False,False
4.1000000000000005,2.4600000000000004,-2.439185023330674,101383.70217708829,14.919249639399023,1.2227830720324826,5.096269901290637,6.3291430951693,100.22592392632147,29.911811569521618,15.52447136368666,0.05023554800619961,0.0410082,False,False,False,False,False,False,False,False
4.2,2.52,-0.037918721256316325,101352.24814618262,15.208087300997633,1.2225222121281532,4.616768549590981,3.8908313405321606,100.62445521430789,29.219356102216064,16.538905437337398,0.051460805274643494,0.04200840000000001,False,False,False,False,False,False,False,False
4.3,2.5799999999999996,-0.004326299287537236,101316.61378871244,14.436900821362208,1.218468288044736,5.441347704293129,4.9082728028243325,100.1438455665218,30.435921304051426,15.942699382694991,0.05268606254308738,0.04300859999999999,False,False,False,False,False,False,False,False
4.4,2.64,-0.3400154921314601,101370.01072326061,14.590934995637182,1.2189001596419369,5.815198443973857,5.753291117194491,99.1037260785912,31.1189802085348,15.060551605933448,0.05391131981153128,0.044008799999999994,False,False,False,False,False,False,False,False
4.5,2.6999999999999997,-1.9749155523812578,101296.1555800672,15.413736934573974,1.2276701978986015,4.3108056734441185,5.112334580899851,99.72147764711272,29.97993910996726,16.229420576347948,0.05513657707997517,0.045009,False,False,False,False,False,False,False,False
4.6000000000000005,2.7600000000000002,-1.1054712515781882,101327.55882223744,15.11735982973307,1.239587246933305,1.3883798866608084,3.861616197042757,99.97979938399583,30.39896363810955,15.779144380131633,0.05636183434841907,0.04600920000000001,False,False,False,False,False,False,False,False
4.7,2.82,-0.9473180479149519,101314.64942806195,14.680341287419163,1.218311080712109,3.820527179241712,4.181178453260714,100.32305774728682,30.6964689653845,14.91590187958274,0.057587091616862957,0.0470094,False,False,False,False,False,False,False,False
4.800000000000001,2.8800000000000003,2.261188842939217,101336.62447647395,14.024906672182832,1.2247307745638942,4.686564161065598,4.4377016618587914,100.2446316721696,29.991403251590313,15.695041552650206,0.058812348885306856,0.048009600000000006,False,False,False,False,False,False,False,False
4.9,2.94,-1.2213639387300927,101294.7396815126,14.58802530215726,1.21319605576543,5.133579238258644,3.943680898537652,100.9825227970324,30.795978515391827,16.113957267703157,0.06003760615375074,0.04900979999999999,False,False,False,False,False,False,False,False
5.0,3.0,3.0126347233196658,101286.18915533986,15.200383881851423,1.2111173546185494,5.614726085328236,4.499183931133908,100.6425611996515,30.447701315151175,15.648008305275551,0.06126286342219464,0.05001,False,False,False,False,False,False,False,False
5.1000000000000005,3.06,-0.977070790533179,101279.1307287459,14.646242193209892,1.2245725003608492,6.142918867978517,6.563991761136149,101.90369822426211,30.90374434649415,16.048354446188807,0.062488120690638534,0.051010200000000006,False,False,False,False,False,False,False,False
5.2,3.12,0.34573847060446483,101296.10152301072,14.514982468975344,1.220184721748841,4.193302914805004,5.975281143570323,99.66234379479928,29.49224865256632,15.832603023965314,0.06371337795908241,0.052010400000000005,False,False,False,False,False,False,False,False
5.300000000000001,3.18,0.4234322885049563,101354.76940421438,15.500379168116181,1.2292873915349543,6.617121368849681,5.7071538396386785,99.75088152075166,31.02308235051515,15.619047225156798,0.06493863522752633,0.05301060000000001,False,False,False,False,False,False,False,False
5.4,3.24,0.3175804128336817,101283.90329521993,15.84058279943117,1.2358627644424596,4.296385556344813,4.0465136867273435,100.72759296298324,30.884800927019302,16.72768565245594,0.06616389249597021,0.054010800000000005,False,False,False,False,False,False,False,False
5.5,3.3,1.1203672309106063,101317.25610502227,14.765050003806792,1.217026793777068,4.2909147841514175,6.482248525420619,100.5686335087564,30.826232756046537,15.195956476608357,0.06738914976441411,0.055011000000000004,False,False,False,False,False,False,False,False
5.6000000000000005,3.3600000000000003,-0.4871530942213946,101288.8222593457,15.807476175768757,1.234299922665394,7.569108303921229,4.424696877515273,100.82343896458991,30.638912082531938,15.016222649796717,0.06861440703285801,0.05601120000000001,False,False,False,False,False,False,False,False
5.7,3.42,-3.3385985555974163,101338.41256996353,14.476943699561108,1.2295995814884102,4.328742459883637,7.830231509331635,100.38239504450785,30.446722713170963,16.810570339516815,0.06983966430130188,0.05701139999999999,False,False,False,False,False,False,False,False
5.800000000000001,3.4800000000000004,-0.4595113261979825,101309.81115867646,14.778378772839229,1.2302115672671945,5.166322334008661,3.354651723004421,99.34375083196922,30.926518001369292,16.240430140737114,0.0710649215697458,0.05801160000000001,False,False,False,False,False,False,False,False
5.9,3.54,1.886657872112712,101282.1482227863,15.6882049110541,1.2208241395176662,6.448164753460757,7.500626891376141,99.83661482769789,30.092691219627053,16.992000854462276,0.07229017883818967,0.0590118,False,False,False,False,False,False,False,False
6.0,3.5999999999999996,-0.4898502309984284,101311.54724266779,14.57119095237992,1.2312159390813826,6.644490835036626,6.621976320713455,100.57504761501184,30.701626817219324,15.733085454081728,0.07351543610663357,0.060012,False,False,False,False,False,False,False,False
6.1000000000000005,3.66,-1.196731899282458,101283.31261816152,15.581759050500088,1.2356449350026164,4.814873404148272,6.710490305584031,101.18795531788544,31.19845655125103,16.177131802798378,0.07474069337507747,0.06101220000000001,False,False,False,False,False,False,False,False
6.2,3.7199999999999998,-1.9646426415567206,101323.92187478018,15.60479267284176,1.2392081408619298,7.053757471473778,7.1758165427260385,99.4459491102188,30.893040355266322,16.61677418875754,0.07596595064352134,0.06201239999999999,False,False,False,False,False,False,False,False
6.300000000000001,3.7800000000000002,1.2415910034351807,101319.85890710051,14.827768037613318,1.2224844089947506,7.284279990062073,6.275110686305754,98.31062069657627,31.60504781451975,15.48655989621913,0.07719120791196526,0.06301260000000002,False,False,False,False,False,False,False,False
6.4,3.84,2.9476216055500633,101336.16242090709,15.056698285754571,1.2187535312713467,5.923235608857579,5.930331114343747,98.58548732298325,31.084930683863963,15.811956294602068,0.07841646518040912,0.0640128,False,False,False,False,False,False,False,False
6.5,3.9000000000000004,-0.7123516554958845,101342.79894940852,15.103320954245003,1.2262251398136583,5.076238418173919,6.152428685253886,99.97486347446484,30.55684580437395,16.147629627017256,0.07964172244885302,0.06501300000000002,False,False,False,False,False,False,False,False
6.6000000000000005,3.96,1.7355464406599874,101317.03708102622,15.495257537648595,1.2225048949792698,6.060360069224843,6.675915536126111,100.02203434990109,30.719438788185062,17.62694528302723,0.08086697971729692,0.06601320000000001,False,False,False,False,False,False,False,False
6.7,4.0200000000000005,-2.094699667785501,101321.45575690655,15.220794498190536,1.2372570201505142,8.068979513092646,6.739818763839569,99.37280217536455,29.95534992867427,16.924509573914076,0.08209223698574084,0.06701340000000001,False,False,False,False,False,False,False,False
6.800000000000001,4.08,-0.26929311430352904,101283.12096158657,15.072415206313753,1.2390588596778351,7.234551370792274,8.32220586332616,101.87225881563651,31.08845248400687,15.362989811441757,0.08331749425418469,0.0680136,False,False,False,False,False,False,False,False
6.9,4.140000000000001,-1.0129849921864014,101361.29120640802,14.73656038409054,1.2186324883661925,9.001143484022464,7.072256716260658,98.10260497723354,30.73499303229242,16.776629515889244,0.08454275152262862,0.06901380000000001,False,False,False,False,False,False,False,False
7.0,4.2,-1.3537744635547853,101335.44586360497,15.444670692475746,1.2328677759383058,7.060310880524279,9.400974269119251,100.6241224352162,30.4271308603971,16.305762820615975,0.08576800879107249,0.07001399999999999,False,False,False,False,False,False,False,False
7.1000000000000005,4.260000000000001,-0.7846804328464614,101283.0032007001,14.745234711186445,1.212717547391053,7.284674441922418,7.146469034087896,100.721438204832,31.26937263213026,15.890623418095727,0.0869932660595164,0.0710142,False,False,False,False,False,False,False,False
7.2,4.32,0.09144525424781748,101372.47492087107,15.560560722543363,1.213716279789535,5.920484829296811,7.260004073186476,100.53729760532387,30.47391314127674,16.665975710023506,0.08821852332796028,0.0720144,False,False,False,False,False,False,False,False
7.300000000000001,4.380000000000001,2.412106780400145,101361.76955400754,14.421886688415382,1.2283436564834802,7.39536706564351,6.919818875891834,100.01632440629402,30.889602220379697,17.365569288289638,0.08944378059640419,0.07301460000000001,False,False,False,False,False,False,False,False
7.4,4.44,-0.8710069496834978,101295.75873507127,14.794617949580712,1.220203728618131,8.124688227609989,8.83159322018952,100.36284058238438,31.0005523332857,15.935869810115047,0.09066903786484809,0.07401480000000002,False,False,False,False,False,False,False,False
7.5,4.5,0.8718060957509768,101292.02655021283,15.044113788432242,1.216674716610331,6.663859740531863,8.01778302828228,99.83781632850732,30.37787654212216,16.359095813681463,0.09189429513329195,0.075015,False,False,False,False,False,False,False,False
7.6000000000000005,4.5600000000000005,-0.6824174707151527,101335.59847271064,14.575515312534165,1.222907018152388,6.679065489448567,7.13001800937842,101.61473905804895,30.655573606026653,16.443305043949206,0.09311955240173585,0.0760152,False,False,False,False,False,False,False,False
7.7,4.62,-1.35109449774375,101293.84542390417,15.37558869411077,1.2219648163390628,10.578283999942736,8.03974733027827,98.72638043103922,30.844914476767162,16.221825691883367,0.09434480967017975,0.0770154,False,False,False,False,False,False,False,False
7.800000000000001,4.680000000000001,-4.106058464528596,101301.1864241974,15.814980583915201,1.2124346871308114,7.99594594475749,7.466269237156674,98.30406645379867,30.189314678224562,16.30874045780768,0.09557006693862366,0.0780156,False,False,False,False,False,False,False,False
7.9,4.74,0.8485473143817339,101313.94945375799,15.677632953352333,1.210489589181703,7.960443973491811,6.527749166412487,99.12388839516653,30.33061272746613,16.180157337459537,0.09679532420706753,0.07901580000000001,False,False,False,False,False,False,False,False
8.0,4.8,1.3605044275265485,101276.0316130642,14.674583717111988,1.218278729549743,9.114494843558866,7.4507083747102625,98.61478843943063,31.316921316029177,16.65121423688493,0.09802058147551142,0.08001599999999999,False,False,False,False,False,False,False,False
8.1,4.86,0.8595307252150345,101308.19067313352,15.09785891191517,1.2218922716058147,5.290769256282475,7.69792363802018,99.34633266375623,31.131412845087855,17.737011430920116,0.09924583874395532,0.0810162,False,False,False,False,False,False,False,False
8.200000000000001,4.920000000000001,-0.9010675955499764,101312.14321456256,15.000680620178413,1.2078651468460375,9.364241170231693,8.33961308464547,100.26006622429328,30.13661676725162,16.705649547335277,0.10047109601239922,0.0820164,False,False,False,False,False,False,False,False
8.3,4.98,0.5485976559182273,101298.6898851891,14.983812371848067,1.2182718486060933,10.413924943859989,8.97350870778144,100.37127032918053,30.71849008018152,17.159530363775605,0.10169635328084309,0.08301660000000001,False,False,False,False,False,False,False,False
8.4,5.04,1.947521271809057,101298.60538034176,14.947711487747613,1.2162419257451291,9.019101662541392,7.266996677753912,100.18951149836133,30.60362357414839,16.976860851170343,0.10292161054928699,0.08401680000000002,False,False,False,False,False,False,False,False
8.5,5.1000000000000005,-0.9615196045738714,101311.73814898166,14.527532911330221,1.2298535088692881,7.825813118629579,8.635034398467118,99.83891720414742,30.847373407605907,17.60947177999852,0.10414686781773089,0.08501700000000002,False,False,False,False,False,False,False,False
8.6,5.159999999999999,0.30948073636191564,101322.22540309273,14.63931276747672,1.2215705739108604,6.725905479307374,7.422796865063933,100.11102029582953,31.6713106256385,17.047221489011974,0.10537212508617476,0.08601719999999997,False,False,False,False,False,False,False,False
8.700000000000001,5.220000000000001,-1.5725178801415165,101323.13760437831,14.06720867429548,1.205793406862977,10.622879303482932,9.771099162178073,99.7506744720085,30.390676474105188,16.943892837597286,0.10659738235461867,0.08701740000000001,False,False,False,False,False,False,False,False
8.8,5.28,0.5341372547730827,101294.6071948657,14.490369100523816,1.2331673237339342,8.949250464993115,10.238641694194882,99.66689601813823,30.980884308045987,17.240233355388025,0.10782263962306256,0.08801759999999999,False,False,False,False,False,False,False,False
8.9,5.340000000000001,0.0718040473177132,101314.7935884087,15.397504246505171,1.2157851347709263,9.09087115056891,9.546590225542905,100.00734719734915,31.967141010124585,16.40655431271846,0.10904789689150647,0.08901780000000002,False,False,False,False,False,False,False,False
9.0,5.3999999999999995,-2.785951438433133,101375.13873306301,14.89442917034338,1.2254263516760318,8.648175352915597,9.495472044463963,100.16493641382644,31.191950810304476,17.340272904188364,0.11027315415995034,0.090018,False,False,False,False,False,False,False,False
9.1,5.46,-1.108274677946601,101315.47862612653,14.832401325896429,1.2237921164048282,6.982411721047009,10.163560620552149,100.64743494159526,30.168442637923558,16.777099575159585,0.11149841142839424,0.09101820000000001,False,False,False,False,False,False,False,False
9.200000000000001,5.5200000000000005,0.17378266978656964,101335.38811714086,14.557848285196048,1.2281868536406153,7.340141692384485,9.920788801120002,100.15789653696758,30.919987914776893,17.410641558623354,0.11272366869683814,0.09201840000000001,False,False,False,False,False,False,False,False
9.3,5.580000000000001,1.7331132634517843,101349.41854103428,15.003392646770067,1.2411820862704868,11.871058844842947,8.835231730356783,99.36934417516414,31.101756740544413,16.528424631486743,0.11394892596528204,0.09301860000000002,False,False,False,False,False,False,False,False
9.4,5.64,1.5872598709640782,101369.84034875374,14.743924691163828,1.220930361189743,10.293625900552994,9.563261689385802,99.56272731775731,31.186662010280088,16.511789790960304,0.11517418323372591,0.0940188,False,False,False,False,False,False,False,False
9.5,5.7,2.156678613332595,101294.21345134063,14.727691419215585,1.2243353876702026,9.286604133612965,9.929469010538085,99.89907910142787,30.20429398716591,16.466967061037554,0.11639944050216981,0.095019,False,False,False,False,False,False,False,False
9.600000000000001,5.760000000000001,-0.558644113904278,101316.18184901106,14.43213588711474,1.2282696885558357,9.83602816385238,11.300899667040156,100.06013135565176,31.137842203791358,16.900958135147967,0.11762469777061371,0.09601920000000001,False,False,False,False,False,False,False,False
9.700000000000001,5.820000000000001,-0.6447852687796459,101358.22053353347,15.481992240243617,1.2262953658815272,8.603908270544753,10.171161671213472,100.78555513153255,29.905352046432714,17.211479452365566,0.11884995503905761,0.09701940000000002,False,False,False,False,False,False,False,False
9.8,5.88,1.401328916468175,101348.9018772204,15.78744597895395,1.2278997802579958,10.163436960543779,9.697508154030311,100.64363329400149,31.57548831687443,16.446070655110073,0.12007521230750148,0.09801959999999998,False,False,False,False,False,False,False,False
9.9,5.94,-1.8449621888649963,101317.80371282845,14.570725638617546,1.2210627850648077,8.146972899652422,9.812410684453027,100.05119792705138,30.88470770490453,16.799952477684695,0.12130046957594538,0.09901979999999999,False,False,False,False,False,False,False,False
10.0,6.0,-1.0881298423701233,101270.43906865577,14.750850489277408,1.226427730571233,10.356488076580849,11.605015004471763,98.3765710918162,30.004999530295137,16.553033535697033,0.12252572684438928,0.10002,False,False,False,False,False,False,False,False
10.100000000000001,6.060000000000001,1.5529272906111955,101353.25862413483,14.915163284473357,1.2340699686237706,9.657132640275726,11.232145338090897,100.93528497662618,31.218543994426962,17.178694097390668,0.12375098411283321,0.10102020000000003,False,False,False,False,False,False,False,False
10.200000000000001,6.12,-0.1521648232792017,101292.1404273693,14.088861350695034,1.2144454161193698,11.629792869973992,10.763030839892286,98.82143382729953,31.160720720590742,17.283274686743347,0.12497624138127707,0.10202040000000001,False,False,False,False,False,False,False,False
10.3,6.180000000000001,-0.007713706927330958,101341.23650956048,15.391464834193606,1.2181158033497734,9.218751020901008,10.266268228385213,98.54142764139914,31.074198890034168,17.496435387080705,0.12620149864972097,0.10302060000000002,False,False,False,False,False,False,False,False
10.4,6.24,0.6293672599437334,101346.50071819623,15.048173519359766,1.2154964938545127,6.793346894252892,9.517735339962199,99.77274029100968,30.798047216726754,17.612937713985175,0.12742675591816482,0.10402080000000001,False,False,False,False,False,False,False,False
10.5,6.3,-1.4651368376002845,101302.05214923782,14.359347547772646,1.2250154689431973,14.700453742332584,11.048579185007268,99.94289792233646,31.176949222902934,17.02294839090406,0.12865201318660874,0.105021,False,False,False,False,False,False,False,False
10.600000000000001,6.36,-1.2124445074788555,101326.0314086096,14.976069034042736,1.220265494592372,10.457469225613504,10.375098567037176,100.8863651214258,31.568794887055468,17.303359182475653,0.12987727045505265,0.10602120000000002,False,False,False,False,False,False,False,False
10.700000000000001,6.420000000000001,0.8309922581540028,101336.22470410382,15.372650212086143,1.2243607592257448,11.89279446922376,10.340484022813293,100.48956528749157,30.47612215149615,17.242579388926487,0.13110252772349654,0.10702140000000002,False,False,False,False,False,False,False,False
10.8,6.48,0.7836100694583118,101337.20036746812,14.907140075001545,1.2176680089907477,12.74114775126822,11.479039864623873,99.61159157779,31.141520512718703,16.221724166010816,0.13232778499194042,0.10802160000000001,False,False,False,False,False,False,False,False
10.9,6.54,-2.3310262719172283,101327.38671000724,15.532751805460826,1.219321391619998,9.57069481618275,10.431622437090153,99.44548503664785,30.856402006458964,16.730034183387527,0.1335530422603843,0.10902179999999999,False,False,False,False,False,False,False,False
11.0,6.6,1.1454715232134602,101275.05801254523,14.114062932766915,1.2242155850857441,8.257135276332995,10.812301193329764,98.99488870843598,31.176573371479936,17.4387397452718,0.13477829952882822,0.11002200000000001,False,False,False,False,False,False,False,False
11.100000000000001,6.660000000000001,-1.2908606474639903,101317.89732862239,15.15066484207161,1.2327536373534873,10.816230382340253,10.35303993655715,100.21088475603335,31.09543869082874,17.211981596030707,0.13600355679727213,0.11102220000000002,False,False,False,False,False,False,False,False
11.200000000000001,6.720000000000001,-2.3960614598523247,101312.13458272963,15.046794497806186,1.2337896623372047,12.774172334570267,12.379978606121313,98.03838119824468,31.20025576391662,17.22049211590545,0.13722881406571602,0.11202240000000002,False,False,False,False,False,False,False,False
11.3,6.78,1.0629657145181532,101343.81842093248,15.126559344540821,1.2169328526730672,10.715574363106395,12.507493154455354,100.59751483045726,30.85591057365618,17.47376165830397,0.13845407133415988,0.11302260000000001,False,False,False,False,False,False,False,False
